ID,condition,condition_label,laplong,whichtalk,whichtalklabel,obj_raw,open_raw,obj_rawZ,open_rawZ,obj_index,open_index,obj_indexZ,open_indexZ,obj_index_prop,open_index_prop,wordcount,pltrigrams,ltrigrams,ptrigrams,threegramspercentl,threegramspercentp,relatedknowledge,laptopornotebook,betterlorn,lornchoicedepends,timereviewingnotes,otherthoughts,studyabout,year,concentration,gender_coded,race_ethnicity_coded,NFC_1,NFC_2,NFC_3R,NFC_4R,NFC_5R,NFC_6,NFC_7R,NFC_8R,NFC_9R,NFC_10,NFC_11,NFC_12R,NFC_13,NFC_14,NFC_15,NFC_16R,NFC_17R,NFC_18,NFC,values.completed,values.rspan,values.totalcorrectletters,values.sentencetotalerrors,values.sentencespeederrors,values.sentenceaccerrors,typingwpm,typingacc
129,0,laptop,.5,2,inequalities,3.58333333333333,3.5,-.973937783761974,-.253384713969878,2.91666666666667,2.5,-.679771333935674,-.234528720969287,.583333333333333,.5,250,28,2456,248,1.1400651465798,11.2903225806452,2,"Notebook. You can't copy verbatim, which means you have to synthesize the information immediately, resulting in you remembering it better.",6,no,2 hours,n/a,Taking notes on a computer vs taking notes on a laptop. I did not think of this until the last page of questions,2020,Engineering Undecided,2,3,2,3,4,1,3,-1,2,3,-4,-2,3,4,4,2,1,2,3,3,33,0,61,69,2,0,2,83,98
130,0,laptop,.5,1,islam,6.61538461538462,3.57142857142857,-.621892713000303,.30000421340932,3.84615384615385,2.71428571428571,-.573105053966565,.48550025961794,.549450549450549,.904761904761905,90,2,2863,88,.069856793573175,2.27272727272727,1,Normally on my laptop! I really enjoy the program Evernote.,2,Nope. I take notes on a computer always.,Probably a couple hours?,Taking longhand notes is too slow!,How typing ability is correlated with note-taking abilities on a computer.,2018,Chemistry,2,4,2,3,2,1,2,2,2,-1,-1,1,2,1,2,2,1,-1,-3,3,20, , , , , , ,90,98
131,0,laptop,.5,2,inequalities,7.25,2.75,.817127093334374,-.813945310238435,2.83333333333333,1.91666666666667,-.771695847783295,-.824200933692066,.566666666666667,.383333333333333,289,27,2456,287,1.09934853420195,9.40766550522648,2,"Laptop, because it is faster and easier to organize.",3,No,5 hours,-99,effectiveness of taking notes on a laptop,2020,-99,1,1,2,2,3,2,2,0,3,0,2,2,2,1,0,2,3,2,2,3,33,0,11,46,7,1,6,46,94
132,0,laptop,.5,2,inequalities,3,3.18181818181818,-1.25887992330003,-.49119830026563,2,2,-1.6909409862595,-.739962046160241,.4,.4,385,102,2456,383,4.15309446254072,26.6318537859008,1,"I typically take notes by hand. I find that it is a lot easier to be distracted on a laptop, and that pressing buttons doesn't really allow me to engage with the information.",7,"Yes. There are some humanities courses that I am in where the information is presented so quickly that I have difficulty recording notes unless I have access to a computer. In addition, sometimes in a long class where there are lots of materials to bring, I will just download them on my computer for easy access.","Not super long, but I honestly think that has to do with my poor work ethic.","No, I think it's all about personal preference.","I don't know, but I think that's okay.",2017,"Clinical Psych, American Studies",1,2,-1,-2,1,4,4,1,0,-1,-1,0,0,1,-1,-1,1,-1,-1,1,4,0,38,60,1,0,1,117,99
133,0,laptop,.5,4,indus,9.06666666666667,3.13333333333333,.819119694661338,-1.06504492300391,5.13333333333333,2.4,.429549863933767,-.94931461762161,.855555555555556,.6,118,13,3011,116,.431750249086682,11.2068965517241,0,"I always take notes on a notebook because i feel that writing things out helps me to understand things easier. Also, we take exams in a written form, so anything that helps to simulate that, I feel helps to do better on exams.",6,No.,I go over notes about 2 weeks before the test so i don't have to cram the night before.,no,I think it has something to do with memory and note taking,2019,Psychology,2,4,3,3,1,1,1,0,-2,-2,-3,2,2,1,-1,-3,2,-1,2,1,7,0,20,42,5,0,5,41,96
134,0,laptop,.5,1,islam,7.84615384615385,2.92857142857143,-.154662787721607,-.279636954884283,4.15384615384615,2,-.325853339605491,-.63709915491366,.593406593406593,.666666666666667,270,17,2863,268,.593782745371987,6.34328358208955,4,"notebook, since its easier to make annotations and creative graphs or drawings.",7,"No, everything is on a notebook.",3 days,notebooks fit easier on the tufts desks,Human note taking and attention,2019,Biomedical engineering,2,5,3,2,3,0,4,2,4,-4,3,2,3,3,3,4,-2,4,4,3,41, , , , , , ,43,97
135,0,laptop,.5,1,islam,10.0769230769231,2.42857142857143,.692191451846028,-.730468974668196,5.61538461538462,2.35714285714286,.84859230360961,-.0757994476478599,.802197802197802,.785714285714286,247,9,2863,245,.314355571079287,3.6734693877551,2,"Notebook. If I take notes on my laptop, I will not be taking notes. I look at a computer screen enough I don't want to look in class too.",7,"Math, notebook always, science and humanities I have taken notes on laptop if I don't have my notebook.",Not a lot of time...2-3 hours total?,No,Methods of note taking and memory,2019,Computer Science,1,4,3,-1,4,0,2,4,0,-1,0,4,3,4,2,4,3,0,-1,2,32, , , , , , ,71,98
136,0,laptop,.5,2,inequalities,5,5.27272727272727,-.281935444883839,1.07157669539216,3,3.90909090909091,-.587846820088053,1.18987428638704,.6,.781818181818182,186,28,2456,184,1.1400651465798,15.2173913043478,0,"I take notes in a notebook.  The English and Spanish professors at Tufts prefer if students don't have technology out. Also, I feel that writing the notes helps me to remember them more.",7,No,"Depending on the test, between half an hour and a couple of hours",I think that laptops bring about many more distractions such as surfing the web and using iMessage and email.,How well I could remember information while being distracted by other information,2019,English and Spanish,1,4,-2,1,1,-2,2,-1,2,-2,-2,3,2,0,-2,0,-2,1,2,1,2,0,68,74,1,0,1,-99,-99
137,1,longhand,-.5,3,ideas,1.3,2.18181818181818,-1.53192973172368,-2.21215843289181,1.3,2.18181818181818,-1.3538612387373,-1.71687035617521,.216666666666667,.545454545454545,124,19,2981,122,.637370010063737,15.5737704918033,0,Laptop. It is easier to keep organized versus a notebook.,3,Yes I think for a writing course I will be using my laptop but when there are numbers involved. I think it is easier just to keep those classes on paper.,30-40 min,-99,Testing the proficiency of taking notes by testing us on the video in the beginning at the end.,2020,Econ,2,4,-2,0,1,-1,-1,-1,-2,0,-1,3,1,-2,3,3,2,1,-2,0,2, , , , , , ,56,98
138,0,laptop,.5,5,algorithms,4.90909090909091,2.76923076923077,.332352878193886,.0278563651586873,3.90909090909091,2.38461538461538,.473671900069727,.331773957703813,.558441558441558,.794871794871795,140,18,2428,138,.741350906095552,13.0434782608696,1,Depends on the course. Notebook notes are generally more effective for me,5,yes,"significant amount, 10+ hours for reading based classes, less for math based",note taking on a laptop is less efficient for me mostly because i get distracted by other things with my laptop out,laptop v. handwritten note taking?,2017,International Relations,1,2,2,2,0,0,3,-3,3,0,-2,2,3,3,2,3,4,3,0,3,28,0,36,60,4,2,2,84,99
139,0,laptop,.5,5,algorithms,2.92307692307692,3.15384615384615,-1.26116090716769,.431773659959656,2,2.69230769230769,-1.12255132617262,.825181381981277,.285714285714286,.897435897435898,639,185,2428,637,7.61943986820428,29.0423861852433,0,About half and half. I usually take notes on my laptop if allowed because I can type faster and its easier to go back and find things that I typed.,6,"Yes, I always take notes in science/math courses in a notebook.",It depends on the test and class. Anywhere from 20 minutes to a few hours.,"I think that I would like to get in the habit of taking better more selective notes, which would probably be easier in a notebook.",How people retain information that they try to record while it is being presented to them.,2019,-99,1,4,1,1,2,2,2,0,3,-1,-1,0,1,2,2,4,2,1,2,2,25,0,57,66,0,0,0,70,98
140,0,laptop,.5,5,algorithms,4.91666666666667,.846153846153846,.33843142256293,-1.99173010884616,4,.846153846153846,.549682529890791,-2.13526316368351,.571428571428571,.282051282051282,167,26,2428,165,1.07084019769358,15.7575757575758,1,"laptop, its faster than writing",5,math I use notebook but other than that no,2 houes,laptops can be distracting,based on those last questions probably taking notes on a laptop,2018,IR and German,1,4,2,-1,1,-2,2,-4,3,-4,-2,2,3,-2,2,1,-2,-4,1,-2,-6,1,52,67,3,2,1,38,97
141,0,laptop,.5,1,islam,9.53923076923077,3.92857142857143,.488070378239898,.622027084683543,5,2.85714285714286,.354088874887463,.71002014252426,.714285714285714,.952380952380952,254,38,2863,252,1.32727907789032,15.0793650793651,0,In a notebook because laptops can be distracting and I like to doodle when I'm listening. Also I heard that writing helps to encode information better than typing.,6,"Yes--with math/science definitely hand-write because it's easier to draw pictures of processes or write examples, but with some humanities it's hard to keep up and write everything by hand.",Like an hour,"no, wish I had more insight sorry",Notetaking and memory,2019,Biopsychology,1,4,-3,-2,1,1,-1,-3,-3,-4,-2,-2,-2,2,-1,-3,-2,-3,-2,0,-29, , , , , , ,62,96
142,0,laptop,.5,2,inequalities,8.09090909090909,4.81818181818182,1.22788783994118,.731843000683948,3.27272727272727,3.45454545454545,-.287002956586748,.730389445304351,.654545454545454,.690909090909091,335,61,2456,333,2.48371335504886,18.3183183183183,0,Laptop. I can write faster and it's neater than my handwriting.,2,Nope,Minimum 5-7 hours,"I used to think it made a huge difference, now i think it mostly has to do with studying your notes before the test in a way that makes sense in terms of neatness.",Study habits and memorization in relation to in class lecture material.,2019,Biology,2,4,3,4,3,2,0,-2,3,-1,0,-1,2,3,-1,-3,-1,3,1,4,19, , , , , , ,56,96
143,0,laptop,.5,2,inequalities,4.08333333333333,5.72727272727273,-.729701664157927,1.41131039010038,2.91666666666667,4.09090909090909,-.679771333935674,1.37366822282011,.583333333333333,.818181818181818,113,1,2456,111,.0407166123778502,.900900900900901,3,"not particularly, I like the feel of paper and the freeform nature. I like to draw arrows and stuff.",5,"In my language classes I think laptops are bad, and i have yet to take a science course.","just about an hour or up to three, depending on the nature of the test.","I can write without looking easier than I can type with or without looking, which certainly influences my choice","I think they may compare my notes with how well I maintained the info after a random cognitively stimulating task, but I am not super sure.",2019,International Finance,2,4,2,2,3,3,2,3,-2,-2,-3,3,4,3,-1,3,2,1,-1,3,25,0,27,57,2,1,1,37,97
144,1,longhand,-.5,3,ideas,3,5.18181818181818,-.35314510366454,1.68470428697098,3,3.90909090909091,.0748391103854177,1.62996994143037,.5,.977272727272727,113,17,2981,111,.570278430057028,15.3153153153153,1,"Notebook, I can draw diagrams and write equations easier and faster by hand",5,"Yes, a humanities lecture is faster to type but not as good if you're doing example problems in a math/science class",3 hours,Laptops can be much more distracting because you can access the internet,The effect of multitasking on effective note-taking/ ways to improve note taking,2019,Mechanical Engineering,1,2,1,1,1,1,2,2,1,-1,1,2,3,2,1,-1,1,1,1,-1,18,0,42,63,1,1,0,71,97
145,1,longhand,-.5,4,indus,8.8,5.06666666666667,.690481227962759,.377310600742125,4.93333333333333,3.4,.231296080579722,.408441610963549,.822222222222222,.85,123,7,3011,121,.232480903354367,5.78512396694215,1,I normally take notes in a notebook because I get distracted on a laptop and am less likely to remember the notes.,7,"No, I always take notes in a notebook",It is usually my primary form of studying (3-4 hours).,No,I think this study is about how well people retain information after taking notes by hand.,2017,History and Political Science,2,4,4,4,4,3,4,4,3,-2,1,2,4,2,3,1,2,3,-2,4,44,0,56,65,0,0,0,58,98
146,0,laptop,.5,5,algorithms,5.91666666666667,2.46153846153846,1.14079927927668,-.295277470682087,4,2.15384615384615,.549682529890791,-.0382816105042855,.571428571428571,.717948717948718,156,25,2428,154,1.02965403624382,16.2337662337662,2,"Notebook, I remember it more. Unless it's a big lecture class. I can organize my notes easier on my laptop. I find it faster to take notes on lap tops.",4,yes,An hour/then I use the notes to make a study guide. So I am looking at the notes for longer,I think they have different advantages for different classes.,Note-taking,2019,Political Science,1,4,-3,3,2,-3,1,-2,2,3,-2,3,4,-2,1,-3,0,-2,-2,1,1,0,39,52,7,4,3,72,98
147,1,longhand,-.5,5,algorithms,5,2.61538461538462,.405295410622409,-.1337105527617,4.07692307692308,1.84615384615385,.613999216662461,-.531689034781749,.582417582417582,.615384615384615,64,3,2428,62,.123558484349259,4.83870967741935,0,"Laptop -- I type much faster than I write, and it comes out much neater.",5,"I have yet to take a math or science course at Tufts, actually, so I can't really say, but I imagine it would be far easier to take handwritten notes in a math class.",Not very long -- just long enough to jog my memory.,"I frequently get distracted taking notes on a laptop, which is the only drawback, but there are ways to prevent that, like SelfControl.","From what I've seen, I'd guess the part about taking notes on the video, waiting a while, and then answering the quiz about the video was to measure the efficacy of various note-taking styles. The letter/sentence game was probably related to that in terms of visual versus auditory memory? And the typing test most likely is related to the laptop notes vs. handwritten notes question.",2020,IR/French,2,2,3,2,3,2,3,-1,2,-2,-1,3,1,2,1,3,3,3,2,2,31,0,59,66,0,0,0,87,97
149,1,longhand,-.5,2,inequalities,7.66666666666667,5,1.02065719300441,.867736478567234,4,3.72727272727273,.515247346083399,1.00608034995396,.8,.745454545454545, , , , , , ,1,"laptop, because I can easily add/delete without making it messy. However, for math classes, I would do it in a notebook because some math symbols are hard to draw on a laptop",2,Yes.,90% of the time that I spend studying for a test,"taking notes in a notebook can be beneficial (I heard) because the note-taker would process the content before writing it down. But I think you could definitely do the same when typing on a laptop, so taking notes on a laptop could be better if you do it in an efficient way",How taking notes affect study quality?,2020,math & quant econ,1,2,-1,1,1,1,1,0,-1,1,-1,1,2,2,2,2,1,1,3,1,17,0,43,66,7,0,7,46,96
151,0,laptop,.5,1,islam,9.53846153846154,4.21428571428571,.487778359536599,.879645381702922,4.84615384615385,2.85714285714286,.230463017706925,.71002014252426,.692307692307692,.952380952380952,558,68,2863,556,2.37513098148795,12.2302158273381,1,It depends on the class but lately I have been taking notes for humanities classes on my laptop because it is easier to go back and find information while studying or writing papers. I am also able to record more information.,3,"Yes - in math and science courses, I use a notebook primarily for things like graphs, formulas, and diagrams.",Probably approx. 5 hours,I've heard that it's better to take notes in a notebook as opposed to a laptop but I've found for myself that it's more effective to take notes electronically.,How one's note-taking habits connect to their ability to recall and comprehend information,2019,International Relations,1,4,-2,1,3,2,3,2,2,2,-1,0,-1,2,1,2,1,1,2,4,24, , , , , , ,77,96
152,0,laptop,.5,4,indus,5.53333333333333,3,-.885339989094845,-1.16451771774501,3.6,2.46666666666667,-1.09039580844725,-.858797535715932,.6,.616666666666667,152,23,3011,150,.763865825307207,15.3333333333333,2,I take on a laptop because I have a condition in which I can not take notes (focal dystonia).,4,In math I do write my notes by hand.,2-3 hours.,Not as of right now.,Delays on test performance.,2018,ILVS,1,4,0,2,2,3,1,-1,1,0,1,1,2,2,0,-1,1,-2,1,-1,12, , , , , , ,51,98
153,0,laptop,.5,3,ideas,3.2,4.63636363636364,-.214464559186993,.976183792450476,3.2,3.90909090909091,.242921504399856,1.62996994143037,.533333333333333,.977272727272727,150,17,2981,148,.570278430057028,11.4864864864865,0,"I use both, and laptops are typically more convenient for classes where the notes are mostly linguistic.",5,Yes,3-4 hours,-99,How doing intense memorization assignments after taking notes can affect performance on an asssment,2018,Philosophy/Economics,2,1,4,3,2,3,4,3,1, ,0,3,3,4,2,4,4,2,3,3,50.8235294117647,0,53,63,3,1,2,62,97
